format,metric,date,number_of_records,value_actual
DVD Audio,Value,2005/8/20 12:10,1,8.5
DVD Audio,Value,2005/8/9 14:35,1,8
DVD Audio,Value,2005/7/1 22:36,1,6.5
DVD Audio,Value,2005/6/18 19:40,1,11.2
DVD Audio,Value,2005/6/5 1:56,1,2.4
DVD Audio,Value,2005/6/3 8:15,1,2.8
DVD Audio,Value,2005/5/27 14:12,1,1.2
DVD Audio,Value,2005/5/14 13:02,1,1.6
DVD Audio,Value,2005/5/7 9:31,1,0.9
DVD Audio,Value,2005/5/2 20:10,1,0.3
DVD Audio,Value,2005/4/22 11:18,1,0.183106992
DVD Audio,Value,2005/4/19 7:37,1,-0.495804191
DVD Audio,Value,2005/4/16 10:40,1,2.139460944
DVD Audio,Value,2005/4/15 6:54,1,5.416232673
DVD Audio,Value,2005/4/14 14:05,1,2.83553587
DVD Audio,Value,2005/4/11 5:20,1,2.606840648
DVD Audio,Value,2005/4/6 1:30,1,3.317383752
DVD Audio,Value,2005/4/5 17:48,1,1.067303184
Download Album,Value,2005/4/3 1:45,1,
Download Album,Value,2005/4/2 22:52,1,
Download Album,Value,2005/3/31 22:15,1,
Download Album,Value,2005/3/18 16:48,1,
Download Album,Value,2005/3/12 22:16,1,
Download Album,Value,2005/3/9 15:47,1,
Download Album,Value,2005/3/9 12:49,1,
Download Album,Value,2005/3/6 17:32,1,
Download Album,Value,2005/2/17 22:52,1,
Download Album,Value,2005/1/19 1:43,1,
Download Album,Value,2005/1/2 23:09,1,
Download Album,Value,2005/1/1 3:44,1,
Download Album,Value,2004/12/29 7:11,1,
Download Album,Value,2004/12/13 11:35,1,
Download Album,Value,2004/12/11 15:36,1,
Download Album,Value,2004/11/30 8:32,1,
Download Album,Value,2004/11/17 3:13,1,
Download Album,Value,2004/10/14 11:41,1,
Download Album,Value,2004/10/10 11:05,1,
Download Album,Value,2004/10/7 13:14,1,
Download Album,Value,2004/10/4 4:39,1,
Download Album,Value,2004/9/28 8:57,1,
Download Album,Value,2004/9/3 12:07,1,
Download Album,Value,2004/8/22 10:01,1,
Download Album,Value,2004/7/29 12:41,1,
Download Album,Value,2004/7/25 5:29,1,
Download Album,Value,2004/7/22 3:34,1,
Download Album,Value,2004/7/16 0:11,1,
Download Album,Value,2004/7/4 16:58,1,
Download Album,Value,2004/7/3 20:47,1,
Download Album,Value,2004/6/12 7:13,1,
Download Album,Value,2004/6/11 15:41,1,45.5
Download Album,Value,2004/6/5 20:34,1,135.7
Download Album,Value,2004/6/4 13:41,1,275.9
Download Album,Value,2004/6/3 21:59,1,497.4
Download Album,Value,2004/6/3 9:40,1,635.3
Download Album,Value,2004/5/18 11:12,1,744.3
Download Album,Value,2004/5/17 2:08,1,872.4
Download Album,Value,2004/5/6 2:22,1,1070.8
Download Album,Value,2004/4/23 0:33,1,1204.822243
Download Album,Value,2004/4/22 21:19,1,1232.139716
Download Album,Value,2004/4/22 4:21,1,1117.900009
Download Album,Value,2004/4/6 3:24,1,1064.433607
Download Album,Value,2004/3/26 16:35,1,868.5942684
Download Album,Value,2004/3/25 9:39,1,668.5007059
Download Album,Value,2004/2/27 1:18,1,499.6508324
Download Album,Value,2004/2/2 18:52,1,394.5330062
Download Music Video,Value,2004/1/22 1:06,1,
Download Music Video,Value,2004/1/17 20:11,1,
Download Music Video,Value,2004/1/16 11:17,1,
Download Music Video,Value,2004/1/2 4:27,1,
Download Music Video,Value,2003/12/9 22:36,1,
Download Music Video,Value,2003/11/26 2:00,1,
Download Music Video,Value,2003/11/10 13:54,1,
Download Music Video,Value,2003/11/1 14:09,1,
Download Music Video,Value,2003/10/16 0:47,1,
Download Music Video,Value,2003/10/13 14:06,1,
Download Music Video,Value,2003/10/7 0:23,1,
Download Music Video,Value,2003/9/27 12:59,1,
Download Music Video,Value,2003/9/22 3:45,1,
Download Music Video,Value,2003/9/21 7:40,1,
Download Music Video,Value,2003/9/20 19:04,1,
Download Music Video,Value,2003/9/2 20:00,1,
Download Music Video,Value,2003/8/26 22:08,1,
Download Music Video,Value,2003/8/26 8:44,1,
Download Music Video,Value,2003/8/17 13:16,1,
Download Music Video,Value,2003/8/1 4:09,1,
Download Music Video,Value,2003/7/21 5:11,1,
Download Music Video,Value,2003/6/22 22:53,1,
Download Music Video,Value,2003/6/21 14:49,1,
Download Music Video,Value,2003/6/16 17:17,1,
Download Music Video,Value,2003/6/10 14:11,1,
Download Music Video,Value,2003/5/27 23:32,1,
Download Music Video,Value,2003/5/19 3:38,1,
Download Music Video,Value,2003/5/18 7:51,1,
Download Music Video,Value,2003/5/15 6:28,1,
Download Music Video,Value,2003/4/28 13:06,1,
Download Music Video,Value,2003/4/13 17:58,1,
Download Music Video,Value,2003/4/7 9:25,1,
Download Music Video,Value,2003/4/1 4:40,1,3.7
Download Music Video,Value,2003/3/27 5:50,1,19.7
Download Music Video,Value,2003/2/25 23:13,1,28.2
Download Music Video,Value,2003/2/12 23:45,1,41.3
Download Music Video,Value,2003/2/12 2:37,1,40.9
Download Music Video,Value,2003/2/6 17:00,1,36.6
Download Music Video,Value,2003/2/5 6:16,1,32.4
Download Music Video,Value,2003/2/4 14:07,1,20.842242
Download Music Video,Value,2003/1/30 6:02,1,16.740803
Download Music Video,Value,2002/11/28 15:41,1,13.577058
Download Music Video,Value,2002/11/21 0:11,1,6.414419
Download Music Video,Value,2002/11/12 21:49,1,4.26940012
Download Music Video,Value,2002/11/10 22:13,1,2.785780489
Download Music Video,Value,2002/10/9 12:00,1,2.2208106
Download Music Video,Value,2002/10/4 10:08,1,1.858910402
Download Single,Value,2002/9/24 16:48,1,
Download Single,Value,2002/8/14 7:48,1,
Download Single,Value,2002/8/11 20:42,1,
Download Single,Value,2002/8/10 18:01,1,
Download Single,Value,2002/7/25 15:57,1,
Download Single,Value,2002/7/22 11:16,1,
Download Single,Value,2002/6/29 16:31,1,
Download Single,Value,2002/6/15 11:51,1,
Download Single,Value,2002/6/13 15:29,1,
Download Single,Value,2002/6/2 4:28,1,
Download Single,Value,2002/4/3 19:10,1,
Download Single,Value,2002/4/2 2:36,1,
Download Single,Value,2002/3/28 21:29,1,
Download Single,Value,2002/3/19 5:56,1,
Download Single,Value,2002/3/19 2:56,1,
Download Single,Value,2002/3/18 14:44,1,
Download Single,Value,2002/3/9 1:20,1,
Download Single,Value,2002/3/3 21:10,1,
Download Single,Value,2002/3/1 3:53,1,
Download Single,Value,2002/2/9 19:50,1,
Download Single,Value,2002/2/1 19:07,1,
Download Single,Value,2002/1/20 16:42,1,
Download Single,Value,2002/1/3 12:19,1,
Download Single,Value,2001/12/14 17:58,1,
Download Single,Value,2001/12/12 16:56,1,
Download Single,Value,2001/11/26 6:51,1,
Download Single,Value,2001/11/13 10:58,1,
Download Single,Value,2001/11/11 12:14,1,
Download Single,Value,2001/10/27 19:20,1,
Download Single,Value,2001/10/14 12:03,1,
Download Single,Value,2001/10/12 3:11,1,
Download Single,Value,2001/10/6 6:29,1,138
Download Single,Value,2001/9/25 11:54,1,363.3
Download Single,Value,2001/8/26 16:08,1,580.6
Download Single,Value,2001/8/18 13:57,1,811
Download Single,Value,2001/7/26 21:20,1,1032.2
Download Single,Value,2001/7/23 22:19,1,1172
Download Single,Value,2001/5/6 4:30,1,1336.4
Download Single,Value,2001/4/27 9:46,1,1522.4
Download Single,Value,2001/4/23 6:12,1,1644.570645
Download Single,Value,2001/4/14 6:40,1,1573.420534
Download Single,Value,2001/4/13 0:29,1,1355.331251
Download Single,Value,2001/2/9 21:27,1,1185.237595
Download Single,Value,2001/2/4 5:53,1,900.1814811
Download Single,Value,2001/1/28 16:19,1,678.5248883
Download Single,Value,2000/12/15 13:22,1,490.4304887
Download Single,Value,2000/12/15 3:46,1,414.804251
Kiosk,Value,2000/11/28 12:20,1,
Kiosk,Value,2000/11/13 0:28,1,
Kiosk,Value,2000/11/6 7:18,1,
Kiosk,Value,2000/10/11 23:29,1,
Kiosk,Value,2000/9/24 6:57,1,
Kiosk,Value,2000/9/23 4:00,1,
Kiosk,Value,2000/9/19 22:12,1,
Kiosk,Value,2000/8/25 1:12,1,
Kiosk,Value,2000/8/13 3:00,1,
Kiosk,Value,2000/8/1 16:48,1,
Kiosk,Value,2000/7/31 7:06,1,
Kiosk,Value,2000/7/19 17:40,1,
Kiosk,Value,2000/7/9 1:08,1,
Kiosk,Value,2000/7/7 1:34,1,
Kiosk,Value,2000/6/27 10:06,1,
Kiosk,Value,2000/6/23 9:03,1,
Kiosk,Value,2000/6/22 20:02,1,
Kiosk,Value,2000/6/18 13:40,1,
Kiosk,Value,2000/6/14 16:39,1,
Kiosk,Value,2000/6/4 3:17,1,
Kiosk,Value,2000/6/3 3:24,1,
Kiosk,Value,2000/6/2 18:44,1,
Kiosk,Value,2000/5/29 16:46,1,
Kiosk,Value,2000/5/6 11:51,1,
Kiosk,Value,2000/5/3 10:40,1,
Kiosk,Value,2000/4/21 13:42,1,
Kiosk,Value,2000/4/4 13:38,1,
Kiosk,Value,2000/3/28 15:27,1,
Kiosk,Value,2000/3/19 5:11,1,
Kiosk,Value,2000/3/6 8:29,1,
Kiosk,Value,2000/2/18 9:25,1,
Kiosk,Value,2000/2/17 14:22,1,
Kiosk,Value,2000/1/18 16:43,1,1
Kiosk,Value,2000/1/18 8:33,1,1.9
Kiosk,Value,1999/12/16 0:07,1,2.6
Kiosk,Value,1999/12/11 17:31,1,2.6
Kiosk,Value,1999/12/10 18:56,1,6.3
Kiosk,Value,1999/12/3 17:24,1,6.4
Kiosk,Value,1999/12/1 19:38,1,2.7
Kiosk,Value,1999/11/30 2:18,1,3.654065
Kiosk,Value,1999/11/15 20:01,1,6.183604
Kiosk,Value,1999/11/7 17:53,1,2.582636
Kiosk,Value,1999/10/26 17:19,1,3.700455
Kiosk,Value,1999/9/8 23:55,1,2.943916801
Kiosk,Value,1999/9/8 14:41,1,2.25474315
Kiosk,Value,1999/8/16 5:18,1,1.965045799
Kiosk,Value,1999/8/6 3:22,1,1.586470587
LP/EP,Value,1999/8/3 18:25,1,1246
LP/EP,Value,1999/7/10 8:11,1,1356
LP/EP,Value,1999/7/7 4:14,1,1485
LP/EP,Value,1999/6/25 6:27,1,1663
LP/EP,Value,1999/5/23 7:02,1,2195.1
LP/EP,Value,1999/4/26 11:33,1,2473.3
LP/EP,Value,1999/4/26 9:49,1,2057
LP/EP,Value,1999/3/31 23:54,1,2200
LP/EP,Value,1999/3/28 15:37,1,2341.7
LP/EP,Value,1999/3/2 22:23,1,1925.1
LP/EP,Value,1999/2/18 23:15,1,1689
LP/EP,Value,1999/2/1 14:24,1,1548.8
LP/EP,Value,1999/1/19 2:32,1,1280.5
LP/EP,Value,1999/1/14 8:06,1,983
LP/EP,Value,1999/1/12 19:24,1,793.1
LP/EP,Value,1999/1/11 5:18,1,532.2
LP/EP,Value,1999/1/2 18:25,1,220.3
LP/EP,Value,1998/12/22 9:24,1,86.5
LP/EP,Value,1998/11/23 20:20,1,29.4
LP/EP,Value,1998/11/11 16:46,1,13.5
LP/EP,Value,1998/10/3 12:58,1,10.6
LP/EP,Value,1998/9/4 9:16,1,17.8
LP/EP,Value,1998/9/1 11:15,1,25.1
LP/EP,Value,1998/8/30 0:20,1,36.8
LP/EP,Value,1998/8/8 12:55,1,33.3
LP/EP,Value,1998/7/28 14:16,1,34
LP/EP,Value,1998/3/24 9:08,1,31.8
LP/EP,Value,1998/3/22 22:25,1,27.7
LP/EP,Value,1998/1/8 16:10,1,27.4
LP/EP,Value,1998/1/4 23:00,1,20.5
LP/EP,Value,1997/12/28 3:58,1,21.7
LP/EP,Value,1997/12/9 8:15,1,19.3
LP/EP,Value,1997/11/7 7:46,1,14.2
LP/EP,Value,1997/10/9 18:47,1,15.7
LP/EP,Value,1997/10/1 14:26,1,22.9
LP/EP,Value,1997/9/30 12:31,1,56.7
LP/EP,Value,1997/9/5 11:41,1,63.8
LP/EP,Value,1997/8/20 17:16,1,88.9
LP/EP,Value,1997/8/15 1:05,1,119.4
LP/EP,Value,1997/7/30 3:01,1,160.7230583
LP/EP,Value,1997/7/4 12:22,1,210.739051
LP/EP,Value,1997/5/22 8:30,1,243.8468483
LP/EP,Value,1997/4/27 22:34,1,333.3797931
LP/EP,Value,1997/2/19 4:31,1,355.430891
LP/EP,Value,1997/2/15 15:23,1,388.5111082
LP/EP,Value,1997/2/6 18:28,1,419.223947
LP/EP,Value,1997/1/28 17:49,1,497.5889208
Limited Tier Paid Subscription,Value,1997/1/23 10:03,1,
Limited Tier Paid Subscription,Value,1997/1/22 21:13,1,
Limited Tier Paid Subscription,Value,1997/1/4 6:46,1,
Limited Tier Paid Subscription,Value,1997/1/3 15:08,1,
Limited Tier Paid Subscription,Value,1996/12/17 4:16,1,
Limited Tier Paid Subscription,Value,1996/12/10 6:09,1,
Limited Tier Paid Subscription,Value,1996/12/4 17:00,1,
Limited Tier Paid Subscription,Value,1996/12/1 13:19,1,
Limited Tier Paid Subscription,Value,1996/11/22 10:06,1,
Limited Tier Paid Subscription,Value,1996/11/8 16:02,1,
Limited Tier Paid Subscription,Value,1996/10/30 12:48,1,
Limited Tier Paid Subscription,Value,1996/10/28 4:46,1,
Limited Tier Paid Subscription,Value,1996/10/23 8:28,1,
Limited Tier Paid Subscription,Value,1996/10/19 19:01,1,
Limited Tier Paid Subscription,Value,1996/10/7 17:43,1,
Limited Tier Paid Subscription,Value,1996/10/5 19:21,1,
Limited Tier Paid Subscription,Value,1996/8/17 15:46,1,
Limited Tier Paid Subscription,Value,1996/8/15 16:07,1,
Limited Tier Paid Subscription,Value,1996/8/9 18:14,1,
Limited Tier Paid Subscription,Value,1996/8/7 3:16,1,
Limited Tier Paid Subscription,Value,1996/8/6 4:50,1,
Limited Tier Paid Subscription,Value,1996/8/5 19:27,1,
Limited Tier Paid Subscription,Value,1996/8/5 15:19,1,
Limited Tier Paid Subscription,Value,1996/7/17 3:16,1,
Limited Tier Paid Subscription,Value,1996/7/12 14:04,1,
Limited Tier Paid Subscription,Value,1996/6/25 11:22,1,
Limited Tier Paid Subscription,Value,1996/5/8 1:02,1,
Limited Tier Paid Subscription,Value,1996/5/1 13:19,1,
Limited Tier Paid Subscription,Value,1996/3/31 0:53,1,
Limited Tier Paid Subscription,Value,1996/3/30 4:03,1,
Limited Tier Paid Subscription,Value,1996/3/29 20:30,1,
Limited Tier Paid Subscription,Value,1996/3/25 17:00,1,
Limited Tier Paid Subscription,Value,1996/3/13 8:31,1,
Limited Tier Paid Subscription,Value,1996/2/16 7:03,1,
Limited Tier Paid Subscription,Value,1996/2/15 2:38,1,
Limited Tier Paid Subscription,Value,1996/1/18 17:10,1,
Limited Tier Paid Subscription,Value,1996/1/15 13:44,1,
Limited Tier Paid Subscription,Value,1995/12/27 12:55,1,
Limited Tier Paid Subscription,Value,1995/12/22 13:26,1,
Limited Tier Paid Subscription,Value,1995/12/9 19:54,1,
Limited Tier Paid Subscription,Value,1995/11/25 5:29,1,
Limited Tier Paid Subscription,Value,1995/11/13 3:10,1,
Limited Tier Paid Subscription,Value,1995/10/1 2:42,1,
Limited Tier Paid Subscription,Value,1995/9/9 7:38,1,263.3636852
Limited Tier Paid Subscription,Value,1995/8/24 21:54,1,591.6010975
Limited Tier Paid Subscription,Value,1995/8/17 16:39,1,747.0549062
Limited Tier Paid Subscription,Value,1995/8/6 4:38,1,829.4987397
Music Video (Physical),Value,1995/8/5 17:14,1,
Music Video (Physical),Value,1995/7/11 18:38,1,
Music Video (Physical),Value,1995/7/9 18:20,1,
Music Video (Physical),Value,1995/7/7 17:33,1,
Music Video (Physical),Value,1995/6/9 9:28,1,
Music Video (Physical),Value,1995/4/2 12:32,1,
Music Video (Physical),Value,1995/2/16 13:05,1,
Music Video (Physical),Value,1995/1/18 10:17,1,
Music Video (Physical),Value,1995/1/10 21:08,1,
Music Video (Physical),Value,1995/1/2 20:41,1,
Music Video (Physical),Value,1994/12/18 12:45,1,
Music Video (Physical),Value,1994/12/16 9:41,1,
Music Video (Physical),Value,1994/11/3 20:01,1,
Music Video (Physical),Value,1994/11/1 6:50,1,
Music Video (Physical),Value,1994/10/27 4:21,1,
Music Video (Physical),Value,1994/10/20 0:11,1,
Music Video (Physical),Value,1994/10/8 3:24,1,115.4
Music Video (Physical),Value,1994/9/22 4:22,1,172.3
Music Video (Physical),Value,1994/8/15 23:16,1,118.1
Music Video (Physical),Value,1994/6/15 0:02,1,157.4
Music Video (Physical),Value,1994/6/3 20:48,1,213.3
Music Video (Physical),Value,1994/5/29 9:30,1,231.1
Music Video (Physical),Value,1994/2/1 22:38,1,220.3
Music Video (Physical),Value,1993/11/29 17:48,1,236.1
Music Video (Physical),Value,1993/10/31 3:39,1,323.9
Music Video (Physical),Value,1991/10/4 9:22,1,508
Music Video (Physical),Value,1990/10/1 3:51,1,376.7
Music Video (Physical),Value,1988/4/15 3:03,1,281.9
Music Video (Physical),Value,2020/7/31 22:01,1,329.2
Music Video (Physical),Value,2020/7/23 6:12,1,288.4
Music Video (Physical),Value,2020/7/13 9:30,1,399.9
Music Video (Physical),Value,2020/6/30 14:26,1,607.2
Music Video (Physical),Value,2020/6/23 20:21,1,602.2
Music Video (Physical),Value,2020/6/20 13:41,1,451.1
Music Video (Physical),Value,2020/5/24 7:03,1,484.9
Music Video (Physical),Value,2020/5/22 17:44,1,227.3
Music Video (Physical),Value,2020/5/14 9:30,1,209.6
Music Video (Physical),Value,2020/4/30 21:28,1,177.6
Music Video (Physical),Value,2020/3/11 4:51,1,151
Music Video (Physical),Value,2020/3/9 4:16,1,116.6136546
Music Video (Physical),Value,2020/3/8 22:21,1,106.2831378
Music Video (Physical),Value,2020/2/25 1:22,1,89.70557988
Music Video (Physical),Value,2020/2/21 18:47,1,70.43436396
Music Video (Physical),Value,2020/2/18 19:48,1,56.92290281
Music Video (Physical),Value,2020/2/7 17:37,1,38.619447
Music Video (Physical),Value,2020/2/6 6:09,1,27.5612603
Music Video (Physical),Value,2016/12/23 3:29,1,27.70524678
On-Demand Streaming (Ad-Supported),Value,2016/12/7 4:51,1,
On-Demand Streaming (Ad-Supported),Value,2016/11/29 8:05,1,
On-Demand Streaming (Ad-Supported),Value,2016/11/24 14:10,1,
On-Demand Streaming (Ad-Supported),Value,2016/11/3 17:14,1,
On-Demand Streaming (Ad-Supported),Value,2016/10/1 20:23,1,
On-Demand Streaming (Ad-Supported),Value,2016/9/22 4:57,1,
On-Demand Streaming (Ad-Supported),Value,2016/9/14 15:01,1,
On-Demand Streaming (Ad-Supported),Value,2016/8/27 21:45,1,
On-Demand Streaming (Ad-Supported),Value,2016/8/11 5:59,1,
On-Demand Streaming (Ad-Supported),Value,2016/8/5 18:02,1,
On-Demand Streaming (Ad-Supported),Value,2016/7/21 0:48,1,
On-Demand Streaming (Ad-Supported),Value,2016/7/5 1:24,1,
On-Demand Streaming (Ad-Supported),Value,2016/6/27 10:02,1,
On-Demand Streaming (Ad-Supported),Value,2016/6/5 6:12,1,
On-Demand Streaming (Ad-Supported),Value,2016/6/2 10:56,1,
On-Demand Streaming (Ad-Supported),Value,2016/5/29 12:14,1,
On-Demand Streaming (Ad-Supported),Value,2016/5/20 11:59,1,
On-Demand Streaming (Ad-Supported),Value,2016/5/16 10:09,1,
On-Demand Streaming (Ad-Supported),Value,2016/5/13 0:34,1,
On-Demand Streaming (Ad-Supported),Value,2016/4/24 5:39,1,
On-Demand Streaming (Ad-Supported),Value,2016/4/18 11:59,1,
On-Demand Streaming (Ad-Supported),Value,2016/4/12 9:51,1,
On-Demand Streaming (Ad-Supported),Value,2016/4/10 14:57,1,
On-Demand Streaming (Ad-Supported),Value,2016/3/16 23:54,1,
On-Demand Streaming (Ad-Supported),Value,2016/3/3 1:32,1,
On-Demand Streaming (Ad-Supported),Value,2016/2/23 3:59,1,
On-Demand Streaming (Ad-Supported),Value,2016/2/21 5:58,1,
On-Demand Streaming (Ad-Supported),Value,2016/2/19 8:15,1,
On-Demand Streaming (Ad-Supported),Value,2016/2/6 13:55,1,
On-Demand Streaming (Ad-Supported),Value,2016/1/27 9:59,1,
On-Demand Streaming (Ad-Supported),Value,2016/1/21 16:44,1,
On-Demand Streaming (Ad-Supported),Value,2015/12/30 13:07,1,
On-Demand Streaming (Ad-Supported),Value,2015/12/21 2:32,1,
On-Demand Streaming (Ad-Supported),Value,2015/12/8 0:34,1,
On-Demand Streaming (Ad-Supported),Value,2015/11/13 14:59,1,
On-Demand Streaming (Ad-Supported),Value,2015/11/2 21:34,1,
On-Demand Streaming (Ad-Supported),Value,2015/10/31 11:34,1,
On-Demand Streaming (Ad-Supported),Value,2015/10/13 12:23,1,
On-Demand Streaming (Ad-Supported),Value,2015/10/11 0:07,1,113.8
On-Demand Streaming (Ad-Supported),Value,2015/10/10 9:57,1,170.9354084
On-Demand Streaming (Ad-Supported),Value,2015/10/4 21:02,1,220.8735445
On-Demand Streaming (Ad-Supported),Value,2015/9/17 21:03,1,283.7934094
On-Demand Streaming (Ad-Supported),Value,2015/9/14 23:50,1,371.9903964
On-Demand Streaming (Ad-Supported),Value,2015/9/8 13:46,1,489.3776076
On-Demand Streaming (Ad-Supported),Value,2015/9/7 1:41,1,658.6064926
On-Demand Streaming (Ad-Supported),Value,2015/9/2 20:10,1,759.5323682
On-Demand Streaming (Ad-Supported),Value,2015/7/19 7:06,1,908.1493305
Other Ad-Supported Streaming,Value,2015/7/12 22:23,1,
Other Ad-Supported Streaming,Value,2015/7/4 1:40,1,
Other Ad-Supported Streaming,Value,2015/6/14 3:03,1,
Other Ad-Supported Streaming,Value,2015/6/12 17:03,1,
Other Ad-Supported Streaming,Value,2015/6/10 17:43,1,
Other Ad-Supported Streaming,Value,2015/6/2 8:44,1,
Other Ad-Supported Streaming,Value,2015/5/20 10:20,1,
Other Ad-Supported Streaming,Value,2015/5/18 17:13,1,
Other Ad-Supported Streaming,Value,2015/5/10 7:45,1,
Other Ad-Supported Streaming,Value,2015/5/7 20:34,1,
Other Ad-Supported Streaming,Value,2015/4/30 10:21,1,
Other Ad-Supported Streaming,Value,2015/4/21 1:42,1,
Other Ad-Supported Streaming,Value,2015/4/10 1:14,1,
Other Ad-Supported Streaming,Value,2015/4/8 4:06,1,
Other Ad-Supported Streaming,Value,2015/4/3 1:39,1,
Other Ad-Supported Streaming,Value,2015/3/30 21:33,1,
Other Ad-Supported Streaming,Value,2015/3/18 0:04,1,
Other Ad-Supported Streaming,Value,2015/3/11 6:18,1,
Other Ad-Supported Streaming,Value,2015/3/8 4:26,1,
Other Ad-Supported Streaming,Value,2015/3/4 4:30,1,
Other Ad-Supported Streaming,Value,2015/2/26 22:06,1,
Other Ad-Supported Streaming,Value,2015/2/25 10:53,1,
Other Ad-Supported Streaming,Value,2015/2/17 13:19,1,
Other Ad-Supported Streaming,Value,2015/1/9 17:31,1,
Other Ad-Supported Streaming,Value,2015/1/9 10:41,1,
Other Ad-Supported Streaming,Value,2015/1/7 1:05,1,
Other Ad-Supported Streaming,Value,2015/1/2 13:39,1,
Other Ad-Supported Streaming,Value,2014/12/13 2:53,1,
Other Ad-Supported Streaming,Value,2014/12/12 6:48,1,
Other Ad-Supported Streaming,Value,2014/12/9 21:19,1,
Other Ad-Supported Streaming,Value,2014/11/28 11:47,1,
Other Ad-Supported Streaming,Value,2014/11/27 12:12,1,
Other Ad-Supported Streaming,Value,2014/11/26 23:16,1,
Other Ad-Supported Streaming,Value,2014/11/26 17:40,1,
Other Ad-Supported Streaming,Value,2014/11/4 20:13,1,
Other Ad-Supported Streaming,Value,2014/10/21 18:55,1,
Other Ad-Supported Streaming,Value,2014/10/17 14:07,1,
Other Ad-Supported Streaming,Value,2014/10/14 10:25,1,
Other Ad-Supported Streaming,Value,2014/10/6 20:02,1,
Other Ad-Supported Streaming,Value,2014/9/9 18:55,1,
Other Ad-Supported Streaming,Value,2014/9/5 21:37,1,
Other Ad-Supported Streaming,Value,2014/8/29 23:15,1,
Other Ad-Supported Streaming,Value,2014/8/28 3:07,1,
Other Ad-Supported Streaming,Value,2014/8/23 6:29,1,81.26086562
Other Ad-Supported Streaming,Value,2014/7/29 7:38,1,261.786859
Other Ad-Supported Streaming,Value,2014/7/29 3:07,1,251.4119188
Other Ad-Supported Streaming,Value,2014/6/28 2:40,1,251.0647101
Other Digital,Value,2014/6/26 5:54,1,
Other Digital,Value,2014/5/29 1:12,1,
Other Digital,Value,2014/5/16 20:06,1,
Other Digital,Value,2014/5/16 12:42,1,
Other Digital,Value,2014/5/8 19:42,1,
Other Digital,Value,2014/3/29 13:45,1,
Other Digital,Value,2014/3/18 11:02,1,
Other Digital,Value,2014/3/3 15:00,1,
Other Digital,Value,2014/2/18 12:50,1,
Other Digital,Value,2014/2/13 6:47,1,
Other Digital,Value,2014/1/15 2:46,1,
Other Digital,Value,2014/1/12 16:00,1,
Other Digital,Value,2014/1/8 17:05,1,
Other Digital,Value,2013/12/23 8:30,1,
Other Digital,Value,2013/12/8 3:10,1,
Other Digital,Value,2013/11/21 1:50,1,
Other Digital,Value,2013/10/12 16:06,1,
Other Digital,Value,2013/10/9 17:27,1,
Other Digital,Value,2013/9/24 15:31,1,
Other Digital,Value,2013/8/12 18:08,1,
Other Digital,Value,2013/7/31 7:00,1,
Other Digital,Value,2013/7/31 3:50,1,
Other Digital,Value,2013/7/30 2:36,1,
Other Digital,Value,2013/7/27 8:30,1,
Other Digital,Value,2013/7/26 11:32,1,
Other Digital,Value,2013/7/18 0:46,1,
Other Digital,Value,2013/6/13 2:51,1,
Other Digital,Value,2013/6/1 22:49,1,
Other Digital,Value,2013/5/14 23:20,1,
Other Digital,Value,2013/4/30 8:40,1,
Other Digital,Value,2013/4/21 6:23,1,
Other Digital,Value,2013/3/12 10:32,1,
Other Digital,Value,2013/2/20 13:13,1,
Other Digital,Value,2013/2/15 3:20,1,
Other Digital,Value,2013/2/7 13:12,1,
Other Digital,Value,2013/1/25 7:40,1,
Other Digital,Value,2013/1/12 3:04,1,
Other Digital,Value,2012/12/30 7:25,1,
Other Digital,Value,2012/12/18 11:19,1,
Other Digital,Value,2012/11/20 20:37,1,
Other Digital,Value,2012/11/20 6:25,1,
Other Digital,Value,2012/10/25 15:57,1,
Other Digital,Value,2012/10/19 16:26,1,
Other Digital,Value,2012/10/9 0:54,1,17.14166287
Other Digital,Value,2012/10/3 22:50,1,16.88510987
Other Digital,Value,2012/10/2 16:38,1,19.83957487
Other Digital,Value,2012/9/28 5:44,1,21.51717501
Other Tapes,Value,2012/9/18 19:34,1,15.6
Other Tapes,Value,2012/9/11 22:07,1,13.3
Other Tapes,Value,2012/9/10 1:03,1,10.2
Other Tapes,Value,2012/8/27 6:57,1,5.1
Other Tapes,Value,2012/8/26 14:55,1,
Other Tapes,Value,2012/8/13 5:31,1,
Other Tapes,Value,2012/7/27 4:19,1,
Other Tapes,Value,2012/7/25 7:48,1,
Other Tapes,Value,2012/6/5 7:44,1,
Other Tapes,Value,2012/5/25 11:31,1,
Other Tapes,Value,2012/5/22 8:31,1,
Other Tapes,Value,2012/5/15 11:04,1,
Other Tapes,Value,2012/5/4 21:54,1,
Other Tapes,Value,2012/4/23 22:01,1,
Other Tapes,Value,2012/4/21 16:08,1,
Other Tapes,Value,2012/4/19 22:12,1,
Other Tapes,Value,2012/4/2 16:50,1,
Other Tapes,Value,2012/3/12 6:40,1,
Other Tapes,Value,2012/3/3 21:28,1,
Other Tapes,Value,2012/3/1 3:12,1,
Other Tapes,Value,2012/2/24 19:11,1,
Other Tapes,Value,2012/2/17 10:47,1,
Other Tapes,Value,2012/2/12 5:25,1,
Other Tapes,Value,2012/2/4 14:42,1,
Other Tapes,Value,2012/1/15 12:26,1,
Other Tapes,Value,2012/1/11 2:23,1,
Other Tapes,Value,2011/12/19 11:35,1,
